Date,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2026-03-31,13532472634.0,13532472634.0,2370940000000.0,3980000000000.0,4849230000000.0,12784510000000.0,529950000000.0,4849230000000.0,235790000000.0,9040300000000.0,11747810000000.0,10858660000000.0,1818360000000.0,9040300000000.0,6730000000.0,4636440000000.0,942210000000.0,135320000000.0,135320000000.0,10922740000000.0,5510200000000.0,1064840000000.0,378330000000.0,979610000000.0,2869490000000.0,161980000000.0,2707510000000.0,217930000000.0,5412540000000.0,20000000.0,1110510000000.0,73810000000.0,1036700000000.0,51980000000.0,2528020000000.0,937780000000.0,1820000000.0,1588420000000.0,21781400000000.0,15838910000000.0,395880000000.0,105610000000.0,5940000000.0,1390960000000.0,1176570000000.0,214390000000.0,162260000000.0,96480000000.0,65780000000.0,4191070000000.0,3906450000000.0,284620000000.0,9578930000000.0,-3181180000000.0,12760110000000.0,2068060000000.0,1038420000000.0,7508410000000.0,1105480000000.0,1039740000000.0,0.0,5942490000000.0,281930000000.0,86500000000.0,498920000000.0,1669410000000.0,126540000000.0,547810000000.0,664460000000.0,330600000000.0,48700000000.0,584910000000.0,2772120000000.0,1398850000000.0,1373270000000.0,38750000000.0,1334520000000.0
2025-09-30,13532472634.0,13532472634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,13532871488.0,13532971224.0,2468850000000.0,3695750000000.0,4342610000000.0,11907300000000.0,455330000000.0,4342610000000.0,220450000000.0,8432000000000.0,10800990000000.0,10096260000000.0,1664260000000.0,8432000000000.0,7900000000.0,3919430000000.0,931480000000.0,135320000000.0,135320000000.0,9404950000000.0,4867580000000.0,1100510000000.0,109090000000.0,834530000000.0,2540410000000.0,171420000000.0,2368990000000.0,283040000000.0,4537370000000.0,20000000.0,1155340000000.0,49030000000.0,1106310000000.0,41470000000.0,2710490000000.0,840910000000.0,1690000000.0,1867890000000.0,19501210000000.0,14508510000000.0,371970000000.0,123540000000.0,4080000000.0,1135860000000.0,1029840000000.0,106020000000.0,156830000000.0,90670000000.0,66160000000.0,4089390000000.0,3844090000000.0,245300000000.0,8619420000000.0,-2821570000000.0,11440990000000.0,1788400000000.0,952830000000.0,6615370000000.0,1063510000000.0,1020880000000.0,,4992700000000.0,200690000000.0,58570000000.0,411870000000.0,1460620000000.0,117280000000.0,503050000000.0,601890000000.0,238400000000.0,51820000000.0,421210000000.0,2387920000000.0,1422550000000.0,1006450000000.0,541600000000.0,464850000000.0
2024-09-30,13532458028.0,13532458028.0,2459840000000.0,3575250000000.0,4529520000000.0,11557900000000.0,356520000000.0,4529520000000.0,211880000000.0,8194530000000.0,10233810000000.0,9543240000000.0,1348710000000.0,8194530000000.0,8126870000000.0,,,67660000000.0,67660000000.0,8607990000000.0,4180390000000.0,1100330000000.0,,773870000000.0,2209060000000.0,169780000000.0,2039280000000.0,20630000000.0,4427600000000.0,632100000000.0,1366190000000.0,42100000000.0,1324090000000.0,33250000000.0,1755760000000.0,,,1755760000000.0,18151230000000.0,13367110000000.0,448710000000.0,,6540000000.0,1228160000000.0,1228160000000.0,,,,,3665010000000.0,3517380000000.0,147630000000.0,8011190000000.0,,8011190000000.0,1988730000000.0,6022460000000.0,,,,,4784120000000.0,500020000000.0,,,1609500000000.0,,,,,46410000000.0,301210000000.0,2326980000000.0,1423450000000.0,903530000000.0,,
