Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
DLF.NS,DLF Limited,1487662219264,33.68834,22.457216,3.2745976,0.34,17.84,1.02,0.53876996,0.19984,-0.42,-0.011,3058899968,81940201472,1370115276800,183.534,52642611200
