Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
BHARTIARTL.NS,Bharti Airtel Limited,11080996749312,40.933846,21.802547,7.134565,0.043,44.44,0.87,0.12652999,0.32227,0.157,-0.34,1954117058560,2109727965184,12674835415040,254.97,609508392960
