Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
OBEROIRLTY.NS,Oberoi Realty Limited,608924663808,24.292137,15.815566,3.63741,0.325,68.94,0.49,0.41727,0.52986,0.521,0.624,28253999104,60090601472,598346039296,460.41,-4454973440
