Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_20,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,OBV
2023-01-02,760.6395644087783,772.0703198146194,754.9734452780392,763.9899291992188,3360043,0.0,0.0,,,763.9899291992188,0.0,0.0,0.0,0.0,,,,,,17.09687453658023,0.0
2023-01-03,764.8275247307348,765.1723948623962,752.4605563888721,756.6978759765625,1635681,0.0,0.0,,,763.2954479399182,0.0,-0.5817022513799657,-0.11634045027599314,-0.4653618011039725,,,,,,16.78365767493337,-1635681.0
2023-01-04,755.2197749452739,756.4515399356304,723.8343669041259,725.558837890625,2819669,0.0,0.0,,,759.7014850780807,0.0,-3.5148486232609457,-0.7960420848729837,-2.718806538387962,,,,,,17.932218489040746,-4455350.0
2023-01-05,731.0279075747469,741.8674401594462,725.8052357219838,739.7488403320312,2452379,0.0,0.0,,,757.8012331975046,28.729144889034913,-4.640876513331591,-1.5650089705647052,-3.075867542766886,,,,,,17.816245901882212,-2002971.0
2023-01-06,739.0590487817019,743.3948859257996,715.3599006463912,717.724853515625,3536096,0.0,0.0,,,753.9844351325637,19.40898046525527,-7.227103848304523,-2.697427946112669,-4.529675902191855,,,,,,18.546155857419794,-5539067.0
2023-01-09,726.0023463202382,735.75794992151,724.4257110580112,731.5206298828125,1761359,0.0,0.0,,,751.8450251087778,33.87916568318913,-8.070472405122587,-3.7720368379146523,-4.298435567207934,,,,,,18.509508753738736,-3777708.0
2023-01-10,733.3928870906142,740.487865578491,724.3270845863702,734.3290405273438,2289489,0.0,0.0,,,750.1768361010222,36.38330058526488,-8.41522729246617,-4.700674928824956,-3.7145523636412143,,,,,,18.34174248505174,-1488219.0
2023-01-11,739.0590114133798,747.3857549709257,737.1374459547498,743.19775390625,2794465,0.0,0.0,,,749.512161606282,43.64201257289167,-7.881958660672012,-5.336931675194368,-2.5450269854776444,,,,,,17.964240482089615,1306246.0
2023-01-12,747.336547224609,753.2490197180165,741.6211090318242,752.3128662109375,2422254,0.0,0.0,,,749.778895378154,49.9614605644925,-6.647201244953067,-5.598985589146109,-1.048215655806958,,,,,,17.51164549666838,3728500.0
2023-01-13,753.8402422853468,760.6888682801632,750.588394445621,757.2891845703125,1816006,0.0,0.0,,,750.4941610155024,53.05625774062405,-5.2070758649957725,-5.520603644316042,0.3135277793202693,,,,,,16.982276092230794,5544506.0
2023-01-16,757.5354896475388,759.7526666904097,742.7050507897359,748.1248168945312,1673126,0.0,0.0,,,750.2685091944576,47.25937431961512,-4.750493278026056,-5.366581571058045,0.6160882930319893,,,,,,16.986943221405294,3871380.0
2023-01-17,747.3857994952758,752.6084714581077,736.398430813131,746.4496459960938,1480994,0.0,0.0,,,749.9048079374705,46.264323040589716,-4.472267068987435,-5.187718670643924,0.7154516016564889,,,,,,16.931450180231828,2390386.0
2023-01-18,747.927730208308,758.2745565155376,744.1831765260756,755.9588623046875,1740579,0.0,0.0,,,750.4813845438722,52.392148259584644,-3.4447476034542888,-4.839124457205997,1.3943768537517078,,,,,,16.728588023748266,4130965.0
2023-01-19,751.8201212923666,762.708912209031,746.0061662499165,748.96240234375,2185302,0.0,0.0,,,750.336719572432,48.05045204522774,-3.1585767643397276,-4.503014918632743,1.344438154293015,,,,,,16.72674216198871,1945663.0
2023-01-20,748.9131708753031,752.8548191430679,727.6282942872853,730.6337890625,3001352,0.0,0.0,,,748.4602500000576,38.94535070563357,-4.3604852659384505,-4.474508988093884,0.11402372215543366,,,,,,17.333869497259705,-1055689.0
2023-01-23,726.7906232763664,736.2506147546378,715.409126475037,723.2431640625,3335294,0.0,0.0,,,746.0586227679092,35.984358192326155,-5.84202485817741,-4.748012162110589,-1.0940126960668213,,,,,,17.584413695998354,-4390983.0
2023-01-24,724.2778210808104,727.135539942985,708.5112290572825,711.5167236328125,3146984,0.0,0.0,,,742.7689180883763,31.84702685508023,-7.871642010497226,-5.372738131787917,-2.498903878709309,,,,,,17.658692066691504,-7537967.0
