Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
AWL.NS,AWL Agri Business Limited,248275828736,23.808931,18.703703,2.3754115,-0.16,8.06,0.52,0.013940001,0.01844,0.18,0.537,11092700160,747306680320,235922882560,80.786,21392488448
