Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_20,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,OBV
2023-01-02,2893.1606175778406,2898.350826761541,2870.27080304208,2893.559814453125,709547,0.0,0.0,,,2893.559814453125,0.0,0.0,0.0,0.0,,,,,,28.080023719461224,0.0
2023-01-03,2885.176105207512,2945.505740863758,2879.2319050146616,2937.83154296875,1245178,0.0,0.0,,,2897.776169549851,99.99999999683772,3.5316478587960773,0.7063295717592155,2.825318287036862,,,,,,30.808153157292313,1245178.0
2023-01-04,2933.7060761454604,2952.026897843551,2915.518464493648,2940.75927734375,1231668,0.0,0.0,,,2901.869798863556,99.99999999682088,6.4919131927958915,1.8634462959665508,4.628466896829341,,,,,,31.21531602819308,2476846.0
2023-01-05,2954.554527383416,2960.853736434739,2911.74711100108,2937.609130859375,1826057,0.0,0.0,,,2905.2735447679197,92.84737587799712,8.485933741274948,3.1879437850282306,5.297989956246718,,,,,,32.49326670001206,650789.0
2023-01-06,2927.761408654629,2929.136612636604,2839.0413659681253,2849.28857421875,2488376,0.0,0.0,,,2899.941642810856,29.38543923893981,2.9059802652895996,3.131551081080505,-0.22557081579090532,,,,,,37.21287371367189,-1837587.0
2023-01-09,2864.769866636173,2951.7154990085314,2857.805257402424,2945.460693359375,2885060,0.0,0.0,,,2904.2767904821435,60.8028443609275,6.172955219649339,3.739831908794272,2.4331233108550667,,,,,,41.87102021910829,1047473.0
2023-01-10,2914.453562615341,2925.987168799208,2865.7463431410715,2915.695556640625,3864655,0.0,0.0,,,2905.364292021047,52.95065497122523,6.2877770528275505,4.249420937600928,2.0383561152266223,,,,,,44.5741152190508,-2817182.0
2023-01-11,2918.978313377468,2971.6779339396694,2902.1656914177715,2953.22412109375,2720512,0.0,0.0,,,2909.922370980352,59.96992606566563,9.299813236872978,5.259499397455339,4.04031383941764,,,,,,46.355410026397024,-96670.0
2023-01-12,2953.4904512524918,2972.1216616689235,2941.557647901351,2958.237060546875,2250391,0.0,0.0,,,2914.5237699866875,60.810968967354746,11.953582474344785,6.598316012833228,5.355266461511556,,,,,,45.227453150766685,2153721.0
2023-01-13,2965.82207749045,2997.850097998453,2932.197269572325,2993.902099609375,1742837,0.0,0.0,,,2922.0836109031343,66.24481338046641,16.741597585903946,8.626972327447373,8.114625258456574,,,,,,46.68640852757821,3896558.0
2023-01-16,3009.7358936031505,3042.401100769178,2992.541335802722,3025.20654296875,1843607,75.0,0.0,,,2931.904842528431,70.15631158988073,22.799324592734592,11.461442780504818,11.337881812229774,,,,,,46.913076844640884,5740165.0
2023-01-17,3021.5315322541837,3068.533178172047,3013.3652308156584,3065.447998046875,1688475,0.0,0.0,,,2944.623238292092,74.28196531200395,30.495730207250745,15.268300265854004,15.22742994139674,,,,,,47.502710452622864,7428640.0
