Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
TCS.NS,Tata Consultancy Services Limited,8443530313728,17.16082,14.106796,7.438633,0.289,135.99,5.49,0.18429,0.25288,0.096,0.122,112829997056,2670210056192,7888567795712,313.727,370597494784
