Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02,121.20960096987082,125.11958809793117,121.09375126716293,124.42447662353516,2210223,0.0,0.0
2023-01-03,123.81624276769153,124.27965477571168,121.99157704469839,122.39706420898438,1024392,0.0,0.0
2023-01-04,121.0647703483504,122.33914346954896,119.79041048529915,120.42759704589844,1061212,0.0,0.0
2023-01-05,119.7903964467866,122.48393460049444,119.03736028308246,121.87571716308594,1129098,0.0,0.0
2023-01-06,121.90468566946254,122.51290310416613,120.51446302601512,120.94890594482422,655567,0.0,0.0
2023-01-09,121.4991991781468,123.8162325099965,121.2385440320108,122.65772247314453,1490017,0.0,0.0
2023-01-10,122.22328800528258,124.36653371041206,122.22328800528258,123.93209075927734,1631421,0.0,0.0
2023-01-11,123.93211747333336,130.27498857876043,123.93211747333336,129.08750915527344,4418659,0.0,0.0
2023-01-12,130.3328985154608,132.6209631883125,129.40608767656073,130.3908233642578,3463993,0.0,0.0
2023-01-13,131.0569526766723,131.75206405102105,128.3923701234577,129.37710571289062,2013133,0.0,0.0
2023-01-16,130.1880772838452,131.28867590631398,129.8115591447647,130.44874572753906,962628,0.0,0.0
2023-01-17,130.7962926884163,132.07065244593514,129.17437062746777,130.85421752929688,1446165,0.0,0.0
2023-01-18,130.91216186521527,136.70472636476097,130.91216186521527,135.05384826660156,3223752,0.0,0.0
2023-01-19,133.95323583882978,136.58884910493663,132.99745612760577,135.89373779296875,1129126,0.0,0.0
2023-01-20,135.83586089788943,137.5736331620763,134.27187646664143,136.444091796875,1152189,0.0,0.0
2023-01-23,137.13914303973277,140.1802434585727,136.21233236739127,139.10862731933594,1563495,0.0,0.0
2023-01-24,139.83271488576227,140.35405176566465,138.00804906425162,138.58731079101562,743680,0.0,0.0
2023-01-25,138.87693172960522,138.87693172960522,135.37243217412544,136.5888671875,724032,0.0,0.0
2023-01-27,136.64680549164726,140.58576166345748,130.91216567473134,138.50042724609375,1429683,0.0,0.0
2023-01-30,137.8632557906256,138.44250431056244,134.53251713931922,137.54466247558594,887323,0.0,0.0
2023-01-31,136.1254674928352,137.48672123969325,134.38769562381242,134.93798828125,1130908,0.0,0.0
2023-02-01,136.06754320061273,136.29924258191795,127.49453351084684,130.217041015625,2390619,0.0,0.0
2023-02-02,130.217051227896,132.01274809013353,127.63934900520373,130.53564453125,1741767,0.0,0.0
2023-02-03,130.33287546383494,131.0279867846045,123.961050416096,125.2933349609375,2434078,0.0,0.0
2023-02-06,124.30860130586959,125.98844816528309,121.75986859704034,124.7140884399414,1767210,0.0,0.0
2023-02-07,125.35126968498031,130.91214743153503,125.0326764187465,130.3328857421875,2392863,0.0,0.0
2023-02-08,130.99900007379938,135.16965417794634,130.9700442875003,134.2428436279297,2087953,0.0,0.0
2023-02-09,134.21389909834693,135.7489405387542,131.5203608314933,132.7078399658203,1748946,0.0,0.0
2023-02-10,132.47614380112242,132.47614380112242,129.17438766110354,129.49298095703125,1314795,0.0,0.0
2023-02-13,136.1254842758351,140.75953874518243,135.05385462230987,139.6010284423828,15081582,0.0,0.0
2023-02-14,141.91800610681517,152.22878578218538,141.91800610681517,149.33250427246094,18175291,0.0,0.0
2023-02-15,147.13136951057817,147.2182634204894,142.55523976243623,143.597900390625,5764192,0.0,0.0
2023-02-16,146.2624505521029,152.17087712733274,144.95912174542633,150.83859252929688,11499007,0.0,0.0
2023-02-17,151.04132819067982,153.38733073227198,149.4483751232829,151.07029724121094,4940938,0.0,0.0
2023-02-20,152.34465680605254,152.80806880680115,147.65267824647464,150.11451721191406,2932914,0.0,0.0
