Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_20,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,OBV
2023-01-02,1388.5308744976214,1399.9949669224698,1379.4055017090532,1397.7021484375,3801140,0.0,0.0,,,1397.7021484375,0.0,0.0,0.0,0.0,,,,,,20.589465213416588,0.0
2023-01-03,1393.896125248884,1405.6354013294997,1389.53976988402,1396.3724365234375,4551130,0.0,0.0,,,1397.5755092075892,0.0,-0.1060738848825622,-0.02121477697651244,-0.08485910790604975,,,,,,20.268477087135388,-4551130.0
2023-01-04,1394.9509370945927,1394.9509370945927,1367.5288022651728,1370.9222412109375,7059590,0.0,0.0,,,1395.0371027317176,0.0,-2.218186396429928,-0.46060910086719564,-1.7575772955627325,,,,,,20.880988313644625,-11610720.0
2023-01-05,1381.102042666127,1381.102042666127,1347.489304262912,1352.9461669921875,9868404,0.0,0.0,,,1391.0284421850956,0.0,-5.281685750318275,-1.4248244307574114,-3.8568613195608634,,,,,,21.79039903432824,-21479124.0
2023-01-06,1348.1772226656883,1352.7628594774767,1326.6247296502847,1328.458984375,6443714,0.0,0.0,,,1385.0694462031815,0.0,-9.575066640914656,-3.0548728727888603,-6.520193768125796,,,,,,22.11404462772642,-27922838.0
2023-01-09,1328.1839392343245,1365.9237565030876,1328.1839392343245,1361.4298095703125,11498717,0.0,0.0,,,1382.8180522381463,35.61558567901345,-10.199557731745244,-4.483809844580138,-5.715747887165106,,,,,,23.230171244943328,-16424121.0
2023-01-10,1359.1826856249468,1360.9252499203978,1333.5490218618731,1347.9478759765625,7158624,0.0,0.0,,,1379.4970830703764,30.787052182992085,-11.648078984384938,-5.916663672541098,-5.73141531184384,,,,,,23.562358135193044,-23582745.0
2023-01-11,1348.177199215431,1370.1882555291525,1342.674435137001,1349.3236083984375,6173092,0.0,0.0,,,1376.6234188159062,31.803081827367976,-12.54047363032737,-7.241425664098353,-5.299047966229017,,,,,,23.844605439261503,-17409653.0
2023-01-12,1359.136903308,1361.9341866547943,1334.4203647021725,1357.8988037109375,6591385,0.0,0.0,,,1374.8401221392426,37.92042057767177,-12.412670679794246,-8.275674667237531,-4.136996012556715,,,,,,24.106692333072957,-10818268.0
2023-01-13,1360.5584355646306,1393.4833301069489,1346.342961515927,1379.03857421875,11610426,0.0,0.0,,,1375.2399747182433,49.860755261080875,-10.484721767160181,-8.717484087222061,-1.7672376799381198,,,,,,25.751954922926444,792158.0
2023-01-16,1384.8624058326163,1401.370699412078,1377.8005694719036,1399.077880859375,6073063,0.0,0.0,,,1377.5102514935893,58.089881565648284,-7.256159305677102,-8.425219130913069,1.1690598252359674,,,,,,25.5961102813013,6865221.0
2023-01-17,1400.4532681223866,1414.3935571164618,1397.7018864561342,1411.9173583984375,5922644,0.0,0.0,,,1380.7871188178606,62.353249200722985,-3.6197357010494216,-7.46412244494034,3.8443867438909187,,,,,,24.96007887980318,12787865.0
2023-01-18,1416.732580138559,1423.24416242099,1412.0093515411083,1417.3287353515625,5843098,0.0,0.0,,,1384.2672727734512,64.01476091468258,-0.29775852508282696,-6.030849660968838,5.733091135886011,,,,,,23.986273532856707,18630963.0
2023-01-19,1412.284436925683,1421.1347382958118,1399.6739357893398,1411.3673095703125,6165284,0.0,0.0,,,1386.8482286588667,60.82969388594444,1.8327680721138222,-4.458126114352305,6.290894186466128,,,,,,23.805882745257797,12465679.0
2023-01-20,1410.5420939520884,1416.961986447319,1397.7023089616273,1399.1239013671875,6496429,0.0,0.0,,,1388.0173403453732,54.79924182079765,2.504415685370759,-3.0656177544076924,5.5700334397784514,,,,,,23.48115379814594,5969250.0
