Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value
HDFCBANK.NS,HDFC Bank Limited,11459620765696,16.60531,11.844093,1.9549103,0.481,44.82,1.75,0.26834,0.40539002,-0.018,0.075,5884845490176,2833153523712,14450976358400,380.708
