Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02,872.4015345595462,885.087462914439,872.4015345595462,880.6473999023438,4315403,0.0,0.0
2023-01-03,876.7927916486487,884.0628161348139,875.0850705742079,879.5739135742188,5846855,0.0,0.0
2023-01-04,877.2807356586387,885.9657411818296,873.1821930571263,877.3782958984375,12454582,0.0,0.0
2023-01-05,879.1348736929588,881.1841152530334,850.9330548179901,857.9103393554688,16547196,0.0,0.0
2023-01-06,857.7150822158359,857.7150822158359,839.7108117598847,849.078857421875,14804613,0.0,0.0
2023-01-09,853.128646577258,857.5199292876928,841.467339467431,852.2503662109375,16811853,0.0,0.0
2023-01-10,854.2508913830072,857.1784132046618,835.9050403188388,840.540283203125,13470142,0.0,0.0
2023-01-11,842.0528443311998,849.810729146555,834.1972801627661,845.3706665039062,15558460,0.0,0.0
2023-01-12,844.5900418696975,848.3470043668949,834.294935420491,839.8572387695312,16659001,0.0,0.0
2023-01-13,843.8093564017448,853.7629421704522,837.5639529027883,852.3479614257812,11223103,0.0,0.0
2023-01-16,856.05621828147,856.2513983254271,840.2475876903445,844.3461303710938,8319812,0.0,0.0
2023-01-17,846.0050363579256,846.9808769766993,837.3688111454281,844.24853515625,12624859,0.0,0.0
2023-01-18,843.5654250474721,850.9330097218229,837.9055614362097,848.493408203125,11313898,0.0,0.0
2023-01-19,847.029646532359,849.5180281670827,841.1746028927344,845.224365234375,6694679,0.0,0.0
2023-01-20,852.3967978123699,855.3243197281536,844.6388528234257,849.3228759765625,8127162,0.0,0.0
2023-01-23,860.6914050079915,861.9599858696962,843.7117548264578,850.6402587890625,16882379,0.0,0.0
2023-01-24,857.7639423012221,860.398724001978,847.029695014176,849.7132568359375,11504090,0.0,0.0
2023-01-25,852.2015435388557,855.616985476424,827.512789445121,834.6364135742188,14918485,0.0,0.0
2023-01-27,818.876683833697,822.6336464136058,793.4559879182368,797.4569702148438,39718683,0.0,0.0
2023-01-30,780.6724228711294,806.2882367465883,776.7690607567737,803.6046752929688,36301441,0.0,0.0
2023-01-31,806.0442748819686,818.0471014456981,794.4317487924883,811.8017578125,27291226,0.0,0.0
2023-02-01,823.0727675844201,854.0557066947356,803.2632152779729,827.4640502929688,39237711,0.0,0.0
2023-02-02,808.3863483354639,839.8083668980825,806.1418673862072,837.1736450195312,16798190,0.0,0.0
2023-02-03,843.7605304527782,851.5672546221281,831.5136842636476,842.9310302734375,14914366,0.0,0.0
2023-02-06,840.6866790648273,846.8344629485416,829.1229917492834,833.0751342773438,8463833,0.0,0.0
2023-02-07,834.3437126381102,835.3195532376869,826.7321678735284,832.1480712890625,9337066,0.0,0.0
2023-02-08,831.9040805956793,839.9059851305341,831.3186000816627,838.3446044921875,8082983,0.0,0.0
2023-02-09,837.7591186687812,844.0045220614238,831.0257949973566,840.0035400390625,6299265,0.0,0.0
2023-02-10,834.8804375621235,841.0770612876762,831.416215244057,833.2214965820312,8656405,0.0,0.0
2023-02-13,832.7823775217515,838.5398012262449,828.830175511351,830.0988159179688,9394365,0.0,0.0
2023-02-14,833.2702896230664,846.3465175729854,831.5137289421172,844.3948364257812,13402934,0.0,0.0
2023-02-15,845.4683000864001,852.1527842173793,839.8083770889955,849.761962890625,12070288,0.0,0.0
2023-02-16,854.787605159296,856.5928864866202,843.9557385135968,848.4446411132812,10715685,0.0,0.0
2023-02-17,846.5905434062581,846.5905434062581,834.4901550910305,841.8089599609375,9990618,0.0,0.0
2023-02-20,841.8088986592531,845.6146411781135,829.7084516646102,831.5137329101562,9013430,0.0,0.0
2023-02-21,833.7582293477933,838.6862124472567,826.3905851968655,833.5630493164062,11704445,0.0,0.0
2023-02-22,830.6842687366475,833.4653904817538,814.5828996510032,818.9741821289062,13880984,0.0,0.0
2023-02-23,816.3394563163132,824.048621015575,813.4119344650369,819.462158203125,11743574,0.0,0.0
2023-02-24,823.560652457791,825.1707536453126,815.3635679302187,819.413330078125,8246139,0.0,0.0
2023-02-27,813.4119068231814,837.5639612754622,813.4119068231814,835.7098999023438,14422574,0.0,0.0
2023-02-28,834.2461053006881,837.271187164346,829.4644628085013,834.197265625,19600146,0.0,0.0
2023-03-01,843.1262893169088,843.1262893169088,831.269802049156,835.6123046875,11015843,0.0,0.0
2023-03-02,832.3920183025423,841.0281836482711,830.5378973683739,833.3678588867188,12327141,0.0,0.0
2023-03-03,836.0514981986004,851.9089091653085,829.3181737177321,847.56640625,12823098,0.0,0.0
2023-03-06,850.6890680812614,855.6658314634678,844.443664233259,846.7857055664062,13904231,0.0,0.0
2023-03-08,845.7122342431666,852.5431180750855,840.686631599737,851.030517578125,16144568,0.0,0.0
2023-03-09,846.2489584201631,848.7861200905347,833.5142508305153,835.270751953125,10624440,0.0,0.0
