Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Revenue (INR),Book Value
YESBANK.NS,Yes Bank Limited,717167525888,20.401787,12.984061,1.4507015,0.407,1.12,0.22045,0.54693,0.198,0.118,159300796416,15.751
