Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
INFY.NS,Infosys Limited,4919180918784,15.717797,14.826469,5.226092,0.127,77.32,4.31,0.16434999,0.20928,0.066,0.118,967000000,20157999104,4695408508928,232.54472,3170249984
