Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02,273.3106391836569,275.8711012267362,272.2781876338518,274.9212646484375,6181118,0.0,0.0
2023-01-03,273.80621144888335,275.3342481936164,272.7737598488454,273.475830078125,6228015,0.0,0.0
2023-01-04,274.09535781218494,274.6322243582212,269.2634803664996,270.0894470214844,6947412,0.0,0.0
2023-01-05,271.45226701413833,275.7885590204129,271.08057811091294,275.4168701171875,8486143,0.0,0.0
2023-01-06,276.4493032448786,278.80330662983584,275.1277776917996,276.7384033203125,8603181,0.0,0.0
2023-01-09,278.30775312834186,281.90069367244115,277.64699027661214,279.21630859375,11027747,0.0,0.0
2023-01-10,279.09239021384553,279.5053865963529,274.67350954312764,275.3755798339844,7217255,0.0,0.0
2023-01-11,276.779739173355,276.779739173355,273.6410763974821,274.0540466308594,4760847,0.0,0.0
2023-01-12,275.375536372695,275.54071395793477,270.99793770714246,272.443359375,6894087,0.0,0.0
2023-01-13,272.4433758617799,274.42569024440866,269.59381366137814,271.5348205566406,14967746,0.0,0.0
2023-01-16,272.8563791983161,274.3843897904284,270.5436833888196,272.73248291015625,8571826,0.0,0.0
2023-01-17,272.7325360339146,275.4582025501147,271.82398052851454,274.4257507324219,14240647,0.0,0.0
2023-01-18,275.87115782063177,277.97736883807625,274.54963213079003,276.4080505371094,13039078,0.0,0.0
2023-01-19,275.8711504141537,277.2340097387525,273.9301432486104,274.3431396484375,8667564,0.0,0.0
2023-01-20,274.2192072247305,276.8622843624142,271.9478189447949,276.36669921875,13608325,0.0,0.0
2023-01-23,277.5230231826006,279.2988523429268,275.08643133908396,278.96844482421875,7399204,0.0,0.0
2023-01-24,279.00979290572695,281.4463851037806,278.84461529945156,279.95965576171875,12776694,0.0,0.0
2023-01-25,279.9183279228749,281.652849725375,276.90356196778305,280.2074279785156,12978859,0.0,0.0
2023-01-27,282.313640378076,288.1366877827789,282.06584778505237,285.7826843261719,21850457,0.0,0.0
2023-01-30,286.52605636311534,290.5319667310704,282.3549422107496,284.7915344238281,14634225,0.0,0.0
2023-01-31,285.7826797040602,293.2163264889536,281.694180516648,291.02752685546875,17794183,0.0,0.0
2023-02-01,291.5644403392269,302.05413539091774,271.8239609151385,298.50250244140625,67003785,0.0,0.0
2023-02-02,298.66769190565753,317.7474075810031,297.676547703515,312.70904541015625,57892084,0.0,0.0
2023-02-03,315.4347038656046,315.7237777677234,307.257679322767,314.4022521972656,23153980,0.0,0.0
2023-02-06,315.93032386607115,320.63830503971246,313.5350126956419,316.6736755371094,26783409,0.0,0.0
2023-02-07,317.0866104420805,317.0866104420805,304.3255277315778,308.2901306152344,21438758,0.0,0.0
2023-02-08,309.5290609057974,311.63527168634687,306.88598364627336,310.1898498535156,10821785,0.0,0.0
2023-02-09,308.90957327755774,313.86534589236504,307.38153662557113,309.1160583496094,12318006,0.0,0.0
2023-02-10,307.42286491190487,311.3461600776877,305.85352066847634,306.7207946777344,10674456,0.0,0.0
2023-02-13,308.0836847985546,309.85948828025045,305.6057847753545,309.0748291015625,10282470,0.0,0.0
2023-02-14,309.73556777940473,320.1839803775418,308.7030899714619,319.19281005859375,30246745,0.0,0.0
2023-02-15,320.47811588170174,321.40156064614416,317.79172385620365,320.85589599609375,12679568,6.0,0.0
2023-02-16,320.68799683880496,323.4163734032337,319.8484943108186,321.14971923828125,10151755,0.0,0.0
2023-02-17,319.89055601879267,322.8288022734232,318.3794617458562,321.8633728027344,7967611,0.0,0.0
2023-02-20,322.9546879209602,325.3052846255775,320.10038432075044,322.40899658203125,8105569,0.0,0.0
2023-02-21,323.20652694797917,323.96206065154666,320.43616575193863,320.89788818359375,8577674,0.0,0.0
2023-02-22,320.6880711957667,323.1226104671408,319.0090923566023,322.24114990234375,9306194,0.0,0.0
2023-02-23,322.7448435177751,330.7620369844762,321.61150291630275,325.3892517089844,19555814,0.0,0.0
2023-02-24,326.5645693953837,326.5645693953837,319.8485741021876,323.29052734375,13407431,0.0,0.0
2023-02-27,323.29043461199717,324.71758619562894,317.41394374181164,320.85589599609375,8455904,0.0,0.0
2023-02-28,321.1078133029105,322.57692300974134,314.8115832345855,316.23870849609375,16997837,0.0,0.0
2023-03-01,314.18193008554056,319.344845870841,313.63626536077516,317.9176940917969,8065784,0.0,0.0
2023-03-02,318.58928429660216,318.7991532971468,314.5597090253691,315.2732849121094,5212922,0.0,0.0
2023-03-03,316.4905708533101,323.54236149901516,315.7350370590492,323.1645812988281,8495772,0.0,0.0
2023-03-06,323.96204753922774,329.50274310094,323.41638285284193,325.8509216308594,11126980,0.0,0.0
2023-03-08,325.72498303801314,330.04839574998107,323.2904443487868,329.41876220703125,9261146,0.0,0.0
2023-03-09,329.1669887938517,330.42622947791915,323.7522192644157,325.3052978515625,10005328,0.0,0.0
2023-03-10,324.84354568707505,327.5718958188082,321.9472577905193,325.7250061035156,8684320,0.0,0.0
2023-03-13,326.732420792291,328.15957264032426,321.1078088957629,322.0732116699219,9130473,0.0,0.0
2023-03-14,323.7941602979254,324.42376725249073,316.6584285700909,318.7571716308594,10623744,0.0,0.0
2023-03-15,319.84849281219215,322.6188538021777,317.3300118461412,318.50531005859375,8748113,0.0,0.0
2023-03-16,319.5127424430228,320.9818787200227,316.364627485881,320.226318359375,16315136,0.0,0.0
2023-03-17,323.2065353391372,323.2065353391372,310.3202381474808,315.2732849121094,50787703,0.0,0.0
2023-03-20,313.3844233266862,318.463370411472,312.2930672313096,318.00164794921875,10512002,0.0,0.0
2023-03-21,318.0015951454463,318.0015951454463,314.0139782120643,316.4485168457031,12057999,0.0,0.0
2023-03-22,316.44856016486983,318.0436231202378,314.139947920916,317.12017822265625,4958761,0.0,0.0
2023-03-23,316.4905454279664,321.3176655373776,314.3078599013099,319.5547180175781,10127917,0.0,0.0
2023-03-24,320.2682907617259,321.52753137601337,317.3300449243146,317.9176940917969,10317108,0.0,0.0
2023-03-27,317.2880666567205,322.70283599148394,315.9448837369688,319.17694091796875,11232922,0.0,0.0
2023-03-28,319.1769134417321,320.9818452666467,317.45595049665695,318.79913330078125,9523719,0.0,0.0
2023-03-29,319.1769298348087,322.36702906761235,316.61646420259467,321.3176574707031,10551626,0.0,0.0
