Symbol,Long Name,Market Cap (INR),Trailing PE,Forward PE,Price to Book,Beta,Trailing EPS,Dividend Yield,Profit Margin,Operating Margin,Revenue Growth (YoY),Earnings Growth (YoY),Total Debt (INR),Total Revenue (INR),Enterprise Value (INR),Book Value,Free Cash Flow
RELIANCE.NS,Reliance Industries Limited,17879101603840,22.123241,18.382061,1.977859,0.244,59.72,0.45,0.0764,0.099750005,0.125,-0.126,3979999969280,10572189925376,21095992262656,667.995,218291257344
