Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_20,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,OBV
2023-01-02,121.20960096987082,125.11958809793116,121.09375126716292,124.42447662353516,2210223,0.0,0.0,,,124.42447662353516,0.0,0.0,0.0,0.0,,,,,,4.025836830768242,0.0
2023-01-03,123.81624276769152,124.27965477571168,121.9915770446984,122.39706420898438,1024392,0.0,0.0,,,124.23138972691127,0.0,-0.16173090486444153,-0.03234618097288831,-0.12938472389155323,,,,,,3.912055598487421,-1024392.0
2023-01-04,121.0647703483504,122.33914346954896,119.79041048529916,120.42759704589844,1061212,0.0,0.0,,,123.869123757291,0.0,-0.4437085566726182,-0.1146186561128343,-0.32908990055978393,,,,,,3.8188126074301203,-2085604.0
2023-01-05,119.7903964467866,122.48393460049444,119.03736028308246,121.87571716308594,1129098,0.0,0.0,,,123.67927551022386,28.818098216931872,-0.5440551570694936,-0.20050595630416618,-0.3435492007653274,,,,,,3.7922241581431098,-956506.0
2023-01-06,121.90468566946254,122.51290310416611,120.51446302601512,120.94890594482422,655567,0.0,0.0,,,123.41924031351913,24.04260514129983,-0.6904078881013902,-0.29848634266361096,-0.39192154543777924,,,,,,3.6640967238579587,-1612073.0
2023-01-09,121.4991991781468,123.8162325099965,121.2385440320108,122.65772247314452,1490017,0.0,0.0,,,123.34671480491203,42.847697523818574,-0.6608879641367054,-0.3709666669582299,-0.2899212971784755,,,,,,3.607184569666124,-122056.0
2023-01-10,122.22328800528258,124.36653371041206,122.22328800528258,123.93209075927734,1631421,0.0,0.0,,,123.40246489580396,52.32673989284068,-0.5285693232291493,-0.4024871982124138,-0.1260821250167355,,,,,,3.5026175079135067,1509365.0
2023-01-11,123.93211747333336,130.27498857876043,123.93211747333336,129.08750915527344,4418659,0.0,0.0,,,123.9438976824201,72.32445989789234,-0.007618842800695802,-0.3235135271300702,0.3158946843293744,,,,,,3.7054946730256195,5928024.0
2023-01-12,130.3328985154608,132.6209631883125,129.40608767656073,130.3908233642578,3463993,0.0,0.0,,,124.55789060449987,75.16112138889002,0.5045881524716265,-0.1578931912097309,0.6624813436813574,,,,,,3.6932060558837216,9392017.0
2023-01-13,131.0569526766723,131.75206405102105,128.3923701234577,129.37710571289062,2013133,0.0,0.0,,,125.01686347196566,69.21839802826503,0.819273271707317,0.03754010137367869,0.7817331703336383,,,,,,3.6693837610036946,7378884.0
2023-01-16,130.1880772838452,131.28867590631398,129.8115591447647,130.44874572753906,962628,0.0,0.0,,,125.53418559154409,71.76035444701776,1.1419719472433343,0.2584264705476098,0.8835454766957245,,,,,,3.543825649033671,8341512.0
2023-01-17,130.7962926884163,132.07065244593514,129.17437062746777,130.85421752929688,1446165,0.0,0.0,,,126.0408552999015,72.6796590110419,1.4141299484759315,0.48956716613327417,0.9245627823426574,,,,,,3.4975725182789352,9787677.0
2023-01-18,130.91216186521527,136.70472636476097,130.91216186521527,135.05384826660156,3223752,0.0,0.0,,,126.89923558244436,79.95731113134786,1.9462569889021353,0.7809051306870465,1.1653518582150888,,,,,,3.6656393980778756,13011429.0
2023-01-19,133.95323583882978,136.58884910493663,132.99745612760577,135.89373779296875,1129126,0.0,0.0,,,127.75585484058955,81.04481058652136,2.407985806280692,1.1063212658057757,1.3016645404749163,,,,,,3.660336082310231,14140555.0
2023-01-20,135.83586089788943,137.5736331620763,134.27187646664143,136.444091796875,1152189,0.0,0.0,,,128.5833059792834,81.74382712472104,2.7862006030423885,1.4422971332530983,1.3439034697892902,,,,,,3.6347232689619915,15292744.0
