Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_20,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,OBV
2011-10-20,-0.9110800794771783,-0.9135906664931288,-0.9124672188734112,-0.9086303119183563,-0.6375744574351763,-0.060755695117621474,-0.018637135707254344,-0.9215714286091573,-0.8239809088629471,-0.9147523789920227,0.17640472299932464,-0.02060439497015551,-0.08031254210829543,0.17443490018242447,-0.9207513807275521,-0.9140292136338933,-0.9258522428161017,0.5943145222621674,0.5786220573703772,-0.700294660569478,-1.1820302724922025
2011-10-21,-0.908139625845881,-0.9088989386567459,-0.9072126186616185,-0.9103163572758691,-0.60850830716076,-0.060755695117621474,-0.018637135707254344,-0.9209330078575927,-0.8246147968546407,-0.9140020763525786,0.11294913979961724,-0.02471642765387107,-0.06927710481880724,0.12828298224419696,-0.9193319794038682,-0.9127553509226857,-0.9242738302739821,0.582034318872453,0.44498827877994396,-0.7142687642694787,-1.1895622425893662
2011-10-24,-0.9035718564058474,-0.9061856249677822,-0.9000235803431296,-0.9041723845283177,-0.7073152612270458,-0.060755695117621474,-0.018637135707254344,-0.919992178897425,-0.8252805106416179,-0.9127345375283009,0.3122522387552068,-0.014658173672157283,-0.05830036075287047,0.12758062744497115,-0.917151152766969,-0.9116008397430199,-0.9209511433654458,0.5061474364736892,0.6388157426538443,-0.727002502461316,-1.182948699907434
2011-10-25,-0.8995750391607006,-0.8909515625795907,-0.9008319475104716,-0.887340839893389,0.3624453310286331,-0.060755695117621474,-0.018637135707254344,-0.9187964474104843,-0.8258535272737446,-0.9099749780474078,0.7987762523519668,0.03303583031480282,-0.03933175772382546,0.2232155262942249,-0.9137965887880323,-0.9089143741460846,-0.9168583412609598,0.455170919676358,1.2641514205999018,-0.7056473332025726,-1.1663915508776856
2011-10-28,-0.8740526402849141,-0.877922077757576,-0.8766086673522759,-0.8735955883924221,0.5029151147033787,-0.060755695117621474,-0.018637135707254344,-0.917315686965999,-0.8263833001238584,-0.9061612127276132,1.1335583521322812,0.10197767551575988,-0.009431231764027099,0.3540328178075651,-0.9108428521364172,-0.9017810011718845,-0.9185858425591921,0.7459198329264146,1.533254446978916,-0.7031742091990708,-1.1485287113572462
2011-10-31,-0.8750232878302403,-0.880578876574885,-0.8832780413617093,-0.8864264311236153,-0.17530994407610107,-0.060755695117621474,-0.018637135707254344,-0.9159641163089068,-0.8269204153669674,-0.9039400687896334,0.6067911006164669,0.1205164286104597,0.018448976689928,0.3298566078410726,-0.9085341682887608,-0.8985793595517353,-0.9172816823291329,0.8046636153632177,0.898402334653509,-0.7018464174472795,-1.1600873337953317
2011-11-01,-0.890725002892406,-0.892336514047038,-0.891910672069104,-0.8961138380857668,-0.13516106949678655,-0.060755695117621474,-0.018637135707254344,-0.9147886601870813,-0.8274131760717776,-0.9028586751906,0.2455214978041829,0.10719212682377958,0.03790713725885242,0.22907383610967358,-0.9070141967940387,-0.8970543086280801,-0.9157713780507892,0.80240257750855,0.46018098436375926,-0.7111888992614731,-1.172019146839815
2011-11-02,-0.8995750237236969,-0.8909515468328487,-0.8934119394293142,-0.889712681277524,-0.34147528325896787,-0.060755695117621474,-0.018637135707254344,-0.9134353501504094,-0.8278132946251054,-0.9012669354186693,0.42827445950589593,0.1091708201322982,0.053896305001415935,0.18756199517388417,-0.9051910974980798,-0.8949117308730302,-0.9143102886425137,0.8214724312445811,0.630414316053924,-0.7117104808242285,-1.1620050594439129
2011-11-03,-0.8922951362968866,-0.8862032730518262,-0.888792476599953,-0.881654134834973,-0.16197195639566075,-0.060755695117621474,-0.018637135707254344,-0.9117587773172081,-0.8282218389373734,-0.8990546487014097,0.6499589769782295,0.12724901100565336,0.07054905302637,0.1955027550743931,-0.9023839016488377,-0.8927439984158639,-0.9107954370665204,0.7724415483934081,0.8455102560186711,-0.7115489976810258,-1.1503224581455793
2011-11-04,-0.8710263935326027,-0.8773567160669825,-0.8832202089978805,-0.8850546702590413,0.011100743848300437,-0.060755695117621474,-0.018637135707254344,-0.9100509178964666,-0.8286021602863446,-0.8973788831462076,0.5108854629856778,0.12916277536148493,0.08428002222458564,0.1605391722778395,-0.8992706967449623,-0.8934643821865652,-0.9034038462652617,0.5043886926778801,0.6691424912349939,-0.7017115599010946,-1.1636137995800127
2011-11-08,-0.8858716756832847,-0.8886621866909079,-0.8856165871362414,-0.8829114416180578,-0.6259426854773982,-0.060755695117621474,-0.018637135707254344,-0.9085829003538305,-0.8289297866267011,-0.8956573577780153,0.5747668816638434,0.1322130661591768,0.09591632489344033,0.1354732617577612,-0.8959175691493464,-0.8962733643064199,-0.893169310514492,0.08096514352773,0.7755130562258205,-0.718167804689107,-1.156243884989618
2011-11-09,-0.8795625168164631,-0.8843379197350678,-0.8898607619944134,-0.8936277114314722,-0.5049521849120727,-0.060755695117621474,-0.018637135707254344,-0.9074277221638386,-0.8293032007105403,-0.8951265820006361,0.12595892705117645,0.10405527666061909,0.09921099985101832,0.03565284124125449,-0.8941346970731273,-0.8977151657446241,-0.887785425077612,-0.13830992083629126,0.15107356250287388,-0.709230058066944,-1.164738426826666
2011-11-11,-0.8972911832126117,-0.8865141997357568,-0.8962414137481372,-0.8819685037335765,0.28437033172158127,-0.060755695117621474,-0.018637135707254344,-0.9059904119859313,-0.8296059806709126,-0.8935292125548367,0.49523951004615085,0.10755841688208859,0.10259499356644854,0.036721677717470175,-0.8925227843157361,-0.8963297134442281,-0.8859245228394925,-0.1532483366382979,0.749571447224081,-0.689305699329348,-1.1489069981724256
2011-11-14,-0.8787916787982476,-0.8824442287501735,-0.8830181761399255,-0.8869122279274583,-0.16557899890972855,-0.060755695117621474,-0.018637135707254344,-0.9045629511625353,-0.8298909212796277,-0.8925576635713182,0.28963660917010126,0.09442960296854246,0.10249793760548497,-0.004934441994841052,-0.8910947625704381,-0.8961427016500524,-0.8831126037389521,-0.23659488771966888,0.3961299858695757,-0.6961533316596852,-1.1605560713981238
2011-11-15,-0.8904395147393572,-0.8926191312134267,-0.8926901735954637,-0.8956280412819239,-0.643355910416999,-0.060755695117621474,-0.018637135707254344,-0.902917079705053,-0.8301910731033348,-0.8925137612455466,-0.05784790917066958,0.05901437800858791,0.09485577266747128,-0.0952232893278203,-0.8907557124560468,-0.8960387246662204,-0.8825115944915499,-0.2522962961439936,-0.1682803594279645,-0.7045301139898892,-1.1677641271059809
